ric,current_price,capitalization
MWA.N,24.6,3.849189
MWFEX.O,0.0,0.0
MWTCY.PK,15.43,1.484024
MXCHY.PK,2.56,2.556749
MXL.O,89.3,7.996454
MXUBY.PK,6.81,10.246357
MYCRY.PK,0.0,5.973094
MYE.N,30.44,1.143245
MYI.N,10.99,1.344007
MYRG.O,411.89,6.413554
MYTKY.PK,8.52,7.579618
MZDAY.PK,3.36,4.30216
MZTI.O,114.11,3.129124
NABL.K,4.42,0.832632
NABL.N,4.42,0.832632
NABZY.PK,13.84,86.77129
NAC.N,12.08,1.888427
NAD.N,11.94,2.790825
NAK.N,1.64,0.921446
NAMS.O,33.28,3.890564
NAT.N,6.09,1.289562
NATL.K,45.47,3.355591
NATL.N,45.47,3.355591
NAUBF.PK,26.25,86.77129
NAVI.O,8.43,0.792331
NAVN.O,26.13,6.645676
NBGIF.PK,17.0,16.238937
NBGRY.PK,17.72,16.238937
NBHC.K,44.66,2.000358
NBHC.N,44.66,2.000358
NBIS.O,210.51,53.448109
NBIX.O,174.1,17.505752
NBKAY.PK,0.0,62.026281
NBKBY.PK,0.0,4.463175
NBR.N,83.66,1.237826
NBTB.O,50.61,2.632238
NBTX.O,39.15,2.018567
NBXG.K,15.7,1.236555
NBXG.N,15.7,1.236555
NBY.N,1.16,0.059026
NCBDY.PK,12.48,16.215752
NCHEY.PK,12.1,3.355951
NCLH.K,19.63,9.012332
NCLH.N,19.63,9.012332
NCLTY.PK,7.32,8.482932
NCNO.O,17.4,1.906221
NCRRP.PK,1002.0,1.123128
NCTKY.PK,16.75,3.715946
NDAQ.O,89.21,50.451895
NDBI.PK,2.5,0.178999
NDBKY.PK,16.43,7.866807
NDCVF.PK,16.66,3.382148
NDEKY.PK,19.82,13.519469
NDGPY.PK,16.75,4.274636
NDSN.O,286.59,15.968207
NDVLY.PK,0.32,2.08018
NE.N,41.79,6.667425
NEA.N,11.58,3.498637
NECPY.PK,13.43,36.610043
NEE.N,88.38,184.325802
NEE_ps.N,53.9,184.325802
NEE_pt.N,50.43,184.325802
NEGG.O,13.87,0.290896
NEM.N,93.1,99.389162
NEMKY.PK,14.19,7.388552
NEO.O,14.11,1.837288
NEOG.O,9.65,2.100545
NESR.O,28.2,2.843893
NESRF.PK,14.18,19.705752
NET.N,269.53,95.666861
NETGY.PK,0.0,2.167797
NETTF.PK,24.26,83.907836
NEU.N,757.23,6.965016
NEXA.K,13.78,1.825004
NEXA.N,13.78,1.825004
NEXHY.PK,26.66,7.999808
NEXNY.PK,76.21,6.680424
NEXOY.PK,13.95,11.095637
NEXT.O,8.16,2.162343
NEXXY.PK,4.46,5.318764
NFG.N,80.91,7.689311
NFGC.K,1.43,0.551294
NFJ.N,15.13,1.406594
NFLX.O,73.83,310.883255
NFYEF.PK,17.62,2.096209
NG.N,5.84,2.562479
NGCOY.PK,0.0,3.087411
NGCRY.PK,28.29,2.088046
NGD.N,9.07,7.013987
NGG.N,83.28,82.74064
NGKSY.PK,29.26,12.624732
NGL.N,15.49,1.933373
NGL_pb.N,25.25,1.933373
NGL_pc.N,25.57,1.933373
NGLOY.PK,24.12,56.348439
NGVT.K,71.6,2.489653
NGVT.N,71.6,2.489653
NHC.N,209.03,3.246855
NHI.N,75.9,3.678955
NHKSY.PK,0.0,5.311849
NHNKY.PK,9.44,1.598178
NHPEF.PK,3.68,3.059666
NHYDY.PK,8.87,17.503842
NHYKF.PK,8.9,17.503842
NI.N,47.07,22.567205
NIABY.PK,3.66,6.58601
NIC.N,164.58,3.497639
NICE.O,103.48,5.970024
NIFCY.PK,13.23,3.109449
NINOY.PK,14.0,4.731763
NIO.N,4.93,12.212719
NIPMY.PK,21.0,3.589342
NIQ.N,11.07,3.267159
NISUY.PK,86.8,2.360903
NJDCY.PK,4.0,19.508596
NJR.N,59.21,5.975566
NKE.N,43.76,64.803617
NKRKY.PK,7.49,2.102401
NLST.PK,2.78,0.926622
NLY.N,22.53,16.509448
NLY_pf.N,25.71,16.509448
NLY_pg.N,24.86,16.509448
NLY_pi.N,25.67,16.509448
NLY_pj.N,25.76,16.509448
NMAX.K,8.4,1.084949
NMAX.N,8.4,1.084949
NMIH.O,41.53,3.155113
NMM.N,75.41,2.143501
NMR.N,9.62,29.464456
NMRK.O,15.09,2.678893
NMRRY.PK,0.0,5.284841
NMZ.N,10.4,2.239824
NNCHY.PK,49.26,6.591186
NNE.O,18.02,0.938541
NNGRY.PK,43.24,22.84242
NNI.N,131.88,4.738979
NNN.N,47.36,9.010154
NNNN.O,9.97,0.437595
NOC.N,541.82,76.956578
NOFFY.PK,0.0,3.978883
NOG.N,20.36,2.214845
NOGFY.PK,0.0,58.861889
NOK.N,11.69,69.206509
NOMD.N,11.48,1.604803
NOV.N,19.13,6.865537
NOVT.O,149.78,5.334161
NOVTU.O,63.92,5.334161
NOW.N,111.26,114.743328
NP.N,32.18,4.451489
NPIFF.PK,15.56,4.063047
NPIXY.PK,0.0,4.063047
NPK.N,123.0,0.881423
NPKI.K,14.33,1.210126
NPKI.N,14.33,1.210126
NPKYY.PK,13.16,1.794719
NPNGY.PK,8.66,1.891109
NPNYY.PK,6.61,13.333577
NPO.N,326.02,6.887715
NPPEY.PK,18.77,3.238428
NPPHY.PK,3.56,15.445201
NPPNY.PK,6.0,1.751834
NPPXF.PK,0.91,83.499611
NPSCY.PK,3.51,18.611138
NPSKY.PK,14.18,3.480426
NPSNY.PK,10.2,39.38534
NPXYY.PK,18.68,16.210513
NRDBY.PK,18.97,64.984145
NRG.N,139.48,29.428393
NRGIY.PK,0.0,8.268107
NRGV.N,3.29,0.586348
NRILY.PK,31.06,17.482537
NRIX.O,22.71,2.356882
NRKBY.PK,30.78,7.574037
NRP.N,99.8,1.322391
NRSDY.PK,19.08,3.382148
NRXXY.PK,23.38,10.905649
NSA.N,45.06,3.497808
NSA_pa.N,22.53,3.497808
NSA_pb.N,23.45,3.497808
NSANF.PK,2.0,7.008108
NSANY.PK,3.81,7.008108
NSC.N,327.59,73.574749
NSHBY.PK,31.35,2.252518
NSIT.O,121.35,3.665245
NSNFY.PK,0.0,5.20483
NSP.N,48.39,1.847007
NSRGF.PK,101.53,268.233453
NSRGY.PK,103.37,268.233453
NSSC.O,35.74,1.276895
NTAP.O,163.93,32.117154
NTB.N,60.62,2.421664
NTCMY.PK,0.0,2.313844
NTCT.O,43.14,3.084304
NTDOY.PK,10.86,56.572884
NTES.O,131.43,83.907836
NTIOF.PK,161.49,62.026281
NTLA.O,13.02,1.819184
NTNX.O,55.22,14.927099
NTOIY.PK,17.57,26.951665
NTR.N,67.6,32.444749
NTRA.O,272.89,39.082046
NTRS.O,184.1,34.068125
NTRSO.O,18.68,34.068125
NTSK.O,12.8,5.170223
NTST.K,21.67,2.107637
NTST.N,21.67,2.107637
NTTYY.PK,23.0,83.499611
NU.N,13.67,66.032724
NUE.N,233.0,53.063641
NUTX.O,179.15,1.232792
NUV.N,9.17,1.926196
NUVB.K,5.77,2.009125
NUVB.N,5.77,2.009125
NUVL.O,123.94,9.807154
NVAX.O,8.91,1.465144
NVCR.O,16.09,1.863559
NVDA.O,203.53,4925.426
NVG.N,12.76,2.753881
NVGS.K,20.48,1.264064
NVGS.N,20.48,1.264064
NVMI.O,452.73,14.399603
NVO.N,49.28,167.942936
NVPLF.PK,0.0,2.47894
NVR.N,6437.99,17.378015
NVRI.K,22.92,0.644138
NVRI.N,22.92,0.644138
NVS.N,153.37,311.269419
NVSEF.PK,153.65,311.269419
NVST.K,26.22,4.266726
NVST.N,26.22,4.266726
NVT.N,158.02,25.555066
NVTS.O,12.87,3.176735
NVZMF.PK,65.05,27.171069
NVZMY.PK,65.41,27.171069
NWARF.PK,1.44,1.449735
NWBI.O,15.05,2.202035
NWCYY.PK,0.0,1.729995
NWE.O,73.2,4.502387
NWG.N,17.5,69.955434
NWHUF.PK,3.98,0.991001
NWKHY.PK,7.17,1.613387
NWN.N,51.24,2.156197
NWS.O,31.41,15.852489
NWSA.O,27.73,15.852489
NWSGY.PK,9.59,4.543193
NXE.N,9.01,5.972291
NXGPY.PK,99.16,23.675043
NXPI.O,278.39,70.285424
NXST.O,175.46,5.358367
NXT.O,99.67,15.115281
NYAX.O,62.57,2.343128
NYT.N,75.04,12.146177
NZF.N,12.55,2.464657
NZTCF.PK,1.09,2.046432
O.N,64.17,59.838046
OBBCY.PK,0.0,3.073707
OBDC.K,10.86,5.389877
OBDC.N,10.86,5.389877
OBICY.PK,12.91,12.740454
OBK.N,51.01,1.576418
OBOCY.PK,15.2,3.651614
OBYSY.PK,0.0,13.614594
OC.N,141.11,11.363351
OCANF.PK,24.15,5.36838
OCDDY.PK,4.67,1.980844
OCDGF.PK,2.35,1.980844
OCFC.O,19.14,1.663267
OCLDY.PK,17.0,7.438716
OCS.O,13.15,0.815849
OCSL.O,12.03,1.059675
OCUL.O,9.88,2.163328
ODC.N,106.44,1.542138
ODD.O,16.55,0.763361
ODFL.O,232.9,48.435813
ODKUY.PK,0.0,3.908551
ODVCI.PK,0.0,5.133711
OERLY.PK,10.99,1.896123
OEZVY.PK,13.53,11.36588
OFG.N,49.97,2.111652
OGCP.K,5.3,0.123328
OGE.N,48.99,10.110278
OGFGY.PK,7.18,12.272415
OGN.N,13.5,3.545227
OGS.N,80.38,5.044852
OHI.N,48.44,14.425529
OI.N,9.6,1.471676
OICT.PK,11.25,5.052735
OII.N,43.22,4.31099
OJIPY.PK,55.39,4.610647
OKE.N,92.19,58.082729
OKIEY.PK,21.18,1.753091
OKLO.K,45.81,7.970527
OKLO.N,45.81,7.970527
OKTA.O,139.53,24.251342
OLCLY.PK,16.32,29.508285
OLED.O,77.94,3.643764
OLLI.O,65.33,3.949414
OLMA.O,11.85,1.035068
OLN.N,21.15,2.410641
OLPX.O,2.07,1.391282
OLYMY.PK,10.92,12.238044
OMAB.O,106.13,4.53276
OMC.N,82.55,23.527261
OMCL.O,46.68,2.122955
OMF.N,59.25,6.845209
OMGCY.PK,0.0,1.135788
OMRNY.PK,34.61,7.172459
OMVKY.PK,17.62,22.821949
ON.O,90.37,35.170703
ONB.O,26.32,10.171269
ONC.O,303.96,38.293297
ONDS.O,6.96,3.966077
ONEXF.PK,75.64,5.717889
ONON.K,37.92,12.639864
ONON.N,37.92,12.639864
ONTO.K,304.21,15.132491
ONTO.N,304.21,15.132491
OPCH.O,21.7,3.407497
OPEN.O,4.49,4.326844
OPHLY.PK,4.89,7.403748
OPLN.N,39.53,4.18805
OPNHY.PK,0.0,6.159146
OPRA.O,18.8,1.683596
OPY.N,116.18,1.232477
OR.N,28.73,5.384843
ORA.N,106.81,6.563662
ORANY.PK,18.47,49.394676
ORC.N,6.72,1.348706
ORCL.K,131.54,378.897155
ORCL.N,131.54,378.897155
ORCRY.PK,0.0,4.375342
ORI.N,42.04,10.239012
ORIC.O,10.46,1.082794
ORINY.PK,38.92,11.103573
ORKA.O,84.56,5.099991
ORKLY.PK,10.88,10.673255
ORLA.K,9.43,3.258725
ORLNY.PK,21.28,44.163273
ORLY.O,87.28,72.330252
OROVY.PK,78.2,11.012541
ORRYY.PK,6.96,1.179483
OS.O,24.0,5.94147
OSAGY.PK,51.1,5.863835
OSBC.O,23.06,1.18603
OSCR.K,31.6,9.527179
OSCR.N,31.6,9.527179
OSGSY.PK,69.22,12.557686
OSIS.O,213.2,3.514152
OSK.N,145.85,9.093938
OSOTY.PK,0.0,1.580921
OSSUY.PK,4.01,1.732026
OSTIY.PK,18.1,2.470996
OSW.O,26.1,2.649537
OTEX.O,23.57,5.71767
OTF.N,10.15,4.695818
OTGLY.PK,15.07,6.096932
OTIS.K,73.42,28.172434
OTIS.N,73.42,28.172434
OTPIY.PK,0.0,40.527618
OTSKY.PK,33.88,36.805978
OTTR.O,89.06,3.739108
OUKPY.PK,8.56,14.343033
OUST.O,40.03,2.693812
OUT.N,33.15,5.836505
OUTKY.PK,3.1,2.885533
OVCHY.PK,42.44,95.788292
OVHGY.PK,10.25,2.592748
OVICY.PK,0.0,18.753128
OVV.N,56.51,15.637675
OWL.N,9.29,14.483577
OXFYY.PK,6.5,1.516497
OXLC.O,9.19,0.8974
OXLCN.O,24.85,0.8974
OXLCO.O,24.28,0.8974
OXLCP.O,25.01,0.8974
OXY.N,54.81,54.515928
OZK.O,50.58,5.53181
OZKAP.O,16.32,5.53181
P.N,75.36,25.050036
PAA.O,23.54,16.608216
PAAPU.PK,0.0,16.608216
PAAS.K,42.7,17.981728
PAASF.PK,0.53,17.981728
PAC.N,232.77,10.006954
PACS.K,43.27,6.848446
PACS.N,43.27,6.848446
PAEKY.PK,17.0,3.888603
PAEXY.PK,18.63,1.574575
PAFRY.PK,25.53,3.033645
PAG.N,193.22,12.704071
PAGP.O,25.24,4.9951
PAGS.K,9.28,2.593939
PAGS.N,9.28,2.593939
PAHC.O,33.0,1.338636
PAKTY.PK,2.5,0.947764
PALAF.PK,6.56,3.011427
PAM.N,83.43,4.777489
PANW.O,330.3,269.1945
PAR.N,17.19,0.709022
PARR.K,70.92,3.556232
PARR.N,70.92,3.556232
PASTY.PK,0.0,2.19767
PATH.K,11.85,6.139725
PATH.N,11.85,6.139725
PATK.O,83.43,2.647926
PAX.O,10.91,1.760807
PAY.N,28.94,3.640343
PAYC.K,146.5,6.83087
PAYC.N,146.5,6.83087
PAYO.O,7.1,2.40118
PAYX.O,110.75,39.3827
PB.N,72.68,8.711039
PBA.N,49.65,28.864295
PBCRY.PK,8.59,42.101043
PBDBY.PK,0.0,2.22525
PBF.N,57.44,6.795639
PBH.N,48.83,2.313183
PBI.N,18.13,2.455553
PBMRY.PK,2.23,3.015818
PBR.N,17.88,109.933477
PBRa.N,15.9,109.933477
PBRRY.PK,0.0,23.947326
PBSFY.PK,1.07,0.931266
PBT.N,28.06,1.307843
PCAR.O,124.26,65.396327
PCCWY.PK,6.7,5.534398
PCCYF.PK,1.27,255.7203
PCFBY.PK,7.65,1.970538
PCG.N,17.37,38.252644
PCH.O,41.73,3.230611
PCHUY.PK,4.88,4.678355
PCOR.K,44.03,6.643696
PCOR.N,44.03,6.643696
PCRFF.PK,26.78,67.088168
PCRHY.PK,27.3,67.088168
PCT.O,6.7,1.329356
PCTBP.PK,0.0,1.329356
PCTTU.O,11.0,1.329356
PCTY.O,124.5,6.666235
PCVX.O,57.03,8.235
PCWLF.PK,0.67,5.534398
PD.N,10.84,0.836009
PDD.O,84.56,120.362405
PDFS.O,52.79,2.209664
PDI.N,16.41,7.574272
PDM.N,9.42,1.177679
PDO.N,13.11,1.867986
PDYTY.PK,0.0,2.148611
PEB.N,18.32,2.076924
PEB_pe.N,19.8,2.076924
PEB_pf.N,20.29,2.076924
PEB_pg.N,20.36,2.076924
PEB_ph.N,18.13,2.076924
PEBO.O,38.41,1.379821
PECO.O,42.15,5.3109
PEG.N,80.89,40.309218
PEGA.O,31.94,5.337687
PEGHY.PK,0.0,1.760972
PEGIY.PK,16.62,1.841906
PEGRY.PK,12.93,3.062212
PEN.N,318.94,12.544365
PENG.O,77.21,3.956449
PENN.O,20.48,2.739086
PEP.O,138.49,189.023832
PEXNY.PK,8.0,16.835126
PEYUF.PK,17.09,3.509954
PEYXY.PK,26.5,3.509954
PFBC.O,105.93,1.254418
PFE.N,24.48,139.522393
PFG.O,113.61,24.541167
PFGC.K,113.31,17.799851
PFGC.N,113.31,17.799851
PFH.N,16.22,40.31099
PFS.N,23.51,3.063675
PFSI.K,81.48,4.230839
PFSI.N,81.48,4.230839
PFSTY.PK,14.0,1.65658
PG.N,148.37,345.49423
PGEN.O,5.17,1.843162
PGENY.PK,3.15,1.53487
PGNY.O,31.98,2.505069
PGPHF.PK,837.75,23.066898
PGPKY.PK,5.04,5.621433
PGR.N,234.48,136.514256
PGUCY.PK,3.6,1.091236
PH.N,951.26,119.940938
PHAR.O,13.77,0.953197
PHAT.O,10.92,0.870536
PHG.N,27.34,27.02347
PHGPY.PK,10.42,1.152521
PHI.N,18.67,4.091566
PHIN.K,77.18,2.857247
PHIN.N,77.18,2.857247
PHM.N,123.75,23.572686
PHMMF.PK,90.9,1.588012
PHPPY.PK,9.17,2.277611
PHRBY.PK,0.0,8.428552
PHVS.O,35.07,2.443203
PHYS.K,30.16,14.376744
PI.O,146.02,4.44765
PIAHY.PK,1.88,2.062852
PIAIF.PK,6.36,128.514911
PIFFY.PK,7.41,4.281526
PIFMY.PK,19.0,3.284449
PII.N,66.93,3.807391
PILBF.PK,3.1,10.037061
PINS.K,22.6,12.659556
PINS.N,22.6,12.659556
PINXY.PK,11.88,42.501439
PIPR.K,71.98,5.113743
PIPR.N,71.98,5.113743
PITPY.PK,2.64,0.874761
PJT.N,157.13,6.28588
PK.N,14.18,2.855311
PKCOY.PK,13.2,2.101476
PKCPY.PK,1.63,1.473946
PKG.N,225.86,20.12382
PKPYY.PK,6.1,0.905461
PKX.N,51.22,16.283411
PL.N,25.96,9.25221
PLAB.O,28.56,1.684003
PLBL.O,7.25,2.656309
PLD.N,142.16,132.54117
PLDGP.PK,52.75,132.54117
PLGO.N,25.35,2.167343
PLMR.O,139.58,3.69941
PLNT.K,50.5,4.01186
PLNT.N,50.5,4.01186
PLOW.N,43.08,0.996233
PLPC.O,340.03,1.662071
PLSAY.PK,0.0,2.60972
PLTK.O,4.11,1.56336
PLTR.O,130.04,311.746449
PLUG.O,2.17,3.0273
PLUS.O,90.0,2.353642
PLXS.O,259.03,6.930716
PM.N,180.19,280.836718
PMDIY.PK,30.0,14.447255
PMDKY.PK,13.05,1.402882
PMMAF.PK,31.25,4.891986
PMRTY.PK,19.52,26.082233
PMT.N,10.18,0.88772
PMT_pa.N,22.59,0.88772
PMT_pb.N,22.86,0.88772
PMT_pc.N,17.82,0.88772
PMTU.K,25.51,0.88772
PMTU.N,25.51,0.88772
PMTV.N,25.45,0.88772
PNC.N,252.85,101.535617
PNDRY.PK,14.84,8.979293
PNFP.N,100.14,15.131836
PNFP.O,100.14,15.131836
PNFP_pa.K,25.21,12.63
PNFP_pb.K,26.0,12.63
PNFP_pc.K,25.29,12.63
PNGAY.PK,13.57,128.514911
PNR.N,76.53,12.367672
PNTG.O,39.86,1.385835
PNW.N,108.63,13.164562
PNXGF.PK,11.6,11.767766
POAHY.PK,3.02,4.748292
PODD.O,162.06,11.225033
POET.O,8.0,1.380763
PONY.O,6.69,2.792801
POOL.O,210.82,7.682914
POR.N,53.05,6.139477
POST.K,86.7,3.929468
POST.N,86.7,3.929468
POWI.O,69.44,3.869196
POWL.O,225.66,8.221166
PPAAY.PK,3.9,2.049144
PPC.O,28.51,6.783155
PPCCY.PK,44.63,39.618374
PPERY.PK,9.3,21.762261
PPG.N,113.84,25.374936
PPL.N,36.07,27.137278
PPLC.N,48.67,27.137278
PPRUY.PK,28.16,35.264488
PPTA.O,18.66,2.334332
PR.N,19.62,16.427593
PRA.N,25.0,1.290193
PRAX.O,314.56,8.769547
PRBKY.PK,10.65,13.118574
PRBRY.PK,0.0,3.248941
PRCT.O,21.22,1.207818
PRDIY.PK,0.0,1.442166
PRDO.O,36.55,2.2918
PRDSY.PK,10.24,13.189983
PRG.N,44.63,1.788126
PRGLY.PK,6.0,1.802485
PRGO.K,10.17,1.4072
PRGO.N,10.17,1.4072
PRGS.O,38.23,1.567925
PRH.N,22.28,40.31099
PRI.N,310.22,9.673903
PRIM.K,85.22,4.623606
PRIM.N,85.22,4.623606
PRK.N,185.5,3.361349
PRKS.K,46.8,2.205943
PRKS.N,46.8,2.205943
PRLB.K,74.72,1.777891
PRLB.N,74.72,1.777891
PRLLY.PK,23.5,8.500114
PRM.N,32.87,5.361987
PRMB.K,23.79,8.632643
PRMB.N,23.79,8.632643
PRMRF.PK,20.36,2.942846
PRMRY.PK,20.2,2.942846
PRNDY.PK,14.65,18.489971
PRNSY.PK,0.0,1.039837
PROCF.PK,0.03,0.058414
PROSF.PK,44.5,98.256151
PROSY.PK,8.98,98.256151
PRRFY.PK,13.49,2.329243
PRS.N,22.1,40.31099
PRSKY.PK,0.0,5.454262
PRSU.N,52.96,1.446787
PRU.N,116.17,40.31099
PRVA.O,27.89,3.514485
PRYMY.PK,74.97,45.937457
PS.N,34.14,13.656
PSA.N,321.86,56.512068
PSA_pf.N,20.23,56.512068
PSA_pg.N,20.11,56.512068
PSBTY.PK,0.0,3.221629
PSEC.O,2.25,1.127267
PSEC_pa.K,18.1,1.28
PSGTY.PK,1.5,0.536906
PSHZF.PK,51.78,9.041252
PSIX.O,32.18,0.741763
PSKRY.PK,105.0,4.187414
PSKY.O,9.55,10.688103
PSMMF.PK,15.26,4.594754
PSMMY.PK,28.36,4.594754
PSMT.O,191.13,5.898372
PSN.N,54.86,5.868842
PSNY.O,18.01,2.60972
PSNYW.O,2.44,2.60972
PSO.N,17.61,10.620828
PSPSY.PK,39.4,8.147735
PSTG.K,75.36,25.050036
PSTG.N,75.36,25.050036
PSTVY.PK,11.53,86.733208
PSUS.N,37.44,3.744
PSX.N,198.29,79.501405
PSZKY.PK,30.07,36.918159
PTA.N,19.34,1.068989
PTAIY.PK,5.31,10.880866
PTAUY.PK,13.9,3.369109
PTAXY.PK,0.0,2.530769
PTBRY.PK,9.42,7.223215
PTC.O,125.42,14.486736
PTCAY.PK,8.0,9.033526
PTCCY.PK,0.0,255.7203
PTCT.O,81.33,6.74627
PTEN.O,9.68,3.674699
PTGX.O,129.89,8.353404
PTJSY.PK,3.45,1.089988
PTKFY.PK,8.69,1.880837
PTNDF.PK,0.4,2.760142
PTNDY.PK,16.4,2.760142
PTON.O,6.08,2.632591
PTRN.O,28.44,5.030071
PTRRY.PK,10.9,9.768586
PTWRY.PK,0.0,1.789206
PTXKY.PK,2.51,2.501283
PTY.N,11.94,2.531064
PUBGY.PK,25.18,25.501136
PUGBY.PK,9.75,3.345993
PUK.N,28.4,35.310244
PUMP.K,13.18,1.616092
PUMP.N,13.18,1.616092
PUMSY.PK,3.21,4.891986
PUODY.PK,320.94,6.616632
PUTKY.PK,28.46,5.353865
PUTRY.PK,5.17,32.428665
PVH.N,77.78,3.586287
PVLA.O,146.03,2.094486
PWP.O,14.91,1.414103
PWR.N,646.7,97.043898
PX.N,7.78,0.856233
PXED.K,33.55,1.201458
PXED.N,33.55,1.201458
PYPL.O,47.65,42.032327
PYTCY.PK,10.55,1.643702
PZAKY.PK,19.0,15.699174
PZZA.O,33.25,1.093992
Q.N,140.98,29.512641
QABSY.PK,36.04,10.968946
QBBHY.PK,11.5,5.861231
QBIEY.PK,17.69,26.317364
QBTS.K,18.66,6.912507
QBTS.N,18.66,6.912507
QCOM.O,183.98,193.91492
QCRH.O,96.81,1.598313
QDEL.O,17.89,1.219937
QFIN.O,12.8,1.560473
QGEN.K,41.44,8.547
QGEN.N,41.44,8.547
QKIE.PK,2.35,1.231077
QLYS.O,151.54,5.336785
QNTQY.PK,24.75,3.106804
QQQX.O,30.26,1.477498
QRVO.O,84.35,7.441189
QS.N,6.28,3.863111
QSR.N,75.57,26.221579
QTWO.K,52.66,3.296538
QTWO.N,52.66,3.296538
QUBT.O,8.0,1.80428
QUCPY.PK,0.0,45.485145
QURE.O,41.1,2.793908
QXO.N,13.89,14.415116
QXO.O,13.89,14.415116
R.N,265.3,10.264727
RACE.K,372.98,72.379773
RADLY.PK,3.82,6.242652
RAIFY.PK,15.9,20.535497
RAL.N,67.05,7.505118
RAMP.K,37.82,2.298938
RAMP.N,37.82,2.298938
RANJY.PK,17.2,6.109672
RAPP.O,40.59,1.941295
RARE.O,33.22,3.271812
RATIY.PK,38.6,8.2207
RBA.N,108.78,20.281876
RBC.N,584.59,18.493715
RBGLY.PK,13.52,42.751862
RBGPF.PK,67.35,42.751862
RBLAY.PK,5.02,1.277862
RBLX.K,55.03,39.40031
RBLX.N,55.03,39.40031
RBRI.PK,0.01,0.02095
RBRK.K,83.84,17.256667
RBRK.N,83.84,17.256667
RBSFY.PK,7.24,3.745999
RBSPF.PK,8.79,69.955434
RCAT.O,8.38,1.267817
RCL.N,288.61,77.403753
RCRRF.PK,78.36,112.47094
RCRUY.PK,15.33,112.47094
RCUS.K,28.07,3.530453
RCUS.N,28.07,3.530453
RCWBY.PK,0.0,6.561324
RCWLY.PK,32.0,6.561324
RDDT.K,200.93,38.680841
RDDT.N,200.93,38.680841
RDEIF.PK,17.44,9.51625
RDEIY.PK,8.76,9.51625
RDN.N,38.01,5.054387
RDNT.O,63.31,4.978333
RDW.N,9.59,2.290335
RDWR.O,30.82,1.296982
RDY.N,12.92,10.784523
REAL.O,10.68,1.286809
RECCY.PK,0.0,6.677372
REG.O,79.94,14.636757
REGMY.PK,0.0,9.134321
REGN.O,663.09,69.517714
RELX.K,33.42,58.274655
RELX.N,33.42,58.274655
RELY.O,23.68,4.986086
REMYY.PK,4.94,2.644529
RENGY.PK,18.0,2.355333
RENZY.PK,8.42,2.802205
REPYY.PK,27.81,30.353355
RERE.K,3.98,0.873634
RERE.N,3.98,0.873634
RES.N,5.78,1.281067
REVG.K,63.9,3.118713
REX.N,47.66,1.569812
REXR.K,34.75,7.843705
REXR.N,34.75,7.843705
REXR_pb.K,21.9,8.08
REXR_pc.K,20.96,8.08
REYN.O,26.3,5.543182
REZI.K,35.4,5.36049
REZI.N,35.4,5.36049
RF.N,31.07,26.514502
RF_pc.N,24.28,26.514502
RGA.N,238.01,15.592788
RGC.O,5.05,2.502144
RGEN.O,144.88,8.172353
RGKJY.PK,0.0,6.300432
RGKUY.PK,17.0,3.390097
RGLD.O,193.47,16.419141
RGLXY.PK,3.6,5.545514
RGNLY.PK,0.0,2.427429
RGRNF.PK,4.65,3.400443
RGRSY.PK,5.2,3.400443
RGTI.O,15.36,5.105646
RH.N,161.82,3.062641
RHHBY.PK,50.5,331.77511
RHHMY.PK,7.97,1.7573
RHHVF.PK,402.3,331.77511
RHI.N,35.59,3.640629
RHLD.N,130.89,1.080817
RHLD.O,130.89,1.080817
RHP.N,124.36,7.848269
RICFY.PK,12.22,12.267925
RICOY.PK,9.27,5.281898
RIG.N,5.37,5.995289
RINIY.PK,15.04,3.109869
RIO.N,89.85,154.957094
RIOCF.PK,16.02,4.657097
RIOT.O,20.19,7.634873
RIOYY.PK,0.0,1.011451
RITM.K,9.07,5.063841
RITM.N,9.07,5.063841
RITM_pa.K,25.22,5.34
RITM_pb.K,25.08,5.34
RITM_pc.K,24.47,5.34
RITM_pd.K,24.74,5.34
RITM_pe.K,24.7,5.34
RITPF.PK,31.72,4.46794
RIVN.O,17.31,25.05395
RJF.N,166.98,32.541569
RKAGY.PK,8.16,1.008805
RKGRY.PK,9.87,4.900764
RKLB.O,76.73,45.898368
RKT.N,13.91,39.357367
RKUNY.PK,4.81,10.761013
RL.N,374.49,22.288276
RLAY.O,18.73,4.037507
RLI.N,61.46,5.65053
RLJ.N,11.41,1.733518
RLJ_pa.N,25.0,1.733518
RLLCF.PK,0.0,158.4213
RLTQY.PK,0.0,12.141045
RLX.N,1.97,2.407841
RLXXF.PK,33.5,58.274655
RMBS.O,103.11,11.150003
RMD.N,198.5,28.793692
RMGGY.PK,8.17,1.35259
RMLRF.PK,2.07,3.873839
RMVEY.PK,11.74,4.366556
RMYHY.PK,7.25,6.805296
RNA.O,12.22,0.209031
RNECY.PK,13.71,51.702504
RNG.N,42.05,3.526254
RNLSY.PK,5.86,8.835994
RNMBY.PK,224.36,52.276626
RNP.N,20.65,0.991202
RNR.N,320.66,13.670711
RNSHY.PK,24.3,4.706925
RNST.K,42.52,3.923411
RNST.N,42.52,3.923411
RNW.O,6.15,2.23103
ROAD.O,93.51,5.286564
ROCK.O,41.29,1.224741
ROG.N,134.83,2.406518
ROHCY.PK,32.37,13.092422
ROIV.O,34.51,24.822021
ROK.N,460.45,51.236092
ROKU.O,142.34,21.115024
ROL.N,44.92,21.627348
